 TIME                    	TauxOccp                 	RealOCCUP                	GainEcl                  	TauxEclairage            	direct_rad               	ctrl_Shading             	
  +1.5000000000000000E+01	  +1.0000000000000000E+02	  +3.0000000000000000E+00	  +1.0000000000000000E+00	  +1.0000000000000000E+02	  +7.5921228167044728E+02	  +1.0000000000000000E+00	
  +1.6000000000000000E+01	  +1.0000000000000000E+02	  +3.0000000000000000E+00	  +1.0000000000000000E+00	  +1.0000000000000000E+02	  +3.3269536307049270E+02	  +0.0000000000000000E+00	
  +1.7000000000000000E+01	  +6.6666666666666700E+01	  +2.0000000000000009E+00	  +1.0000000000000000E+00	  +1.0000000000000000E+02	  +3.2769145067530246E+02	  +0.0000000000000000E+00	
  +1.8000000000000000E+01	  +3.3333333333333300E+01	  +9.9999999999999889E-01	  +1.0000000000000000E+00	  +1.0000000000000000E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
